messageId,originalTimestamp,anonymousId,userId,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,business_id,sponsored_listing,category,name,path,referrer,search,title,url,category_properties,name_properties,event_type
ajs-next-1764385563454-4e8729ba-9bf5-4407-921f-e08528634e02,2025-11-29 03:06:03.454000+00:00,bf67a0f5-4e87-49ba-9bf5-2407921fe085,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Google Chrome', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,macOS,"1750436264420x989591292213482400, 1758312173588x895819358343598700, 1744335958024x226211831616957250, 1753982403438x535213824960417500, 1752717497153x537286585580736960, 1753374338412x209529915103450200, 1743547621069x279645472884266780, 1743549178851x847080663521240200, 1744579851707x640487742075829500",true,,,,,,,,,,impression
ajs-next-1764385563147-0abf67a0-f54e-4729-ba9b-f52407921fe0,2025-11-29 03:06:03.147000+00:00,bf67a0f5-4e87-49ba-9bf5-2407921fe085,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Google Chrome', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,macOS,,,index,index,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,page
ajs-next-1764385563364-a0f54e87-29ba-4bf5-a407-921fe0852863,2025-11-29 03:06:03.364000+00:00,bf67a0f5-4e87-49ba-9bf5-2407921fe085,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Google Chrome', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,macOS,"1750436264420x989591292213482400, 1758312173588x895819358343598700, 1744335958024x226211831616957250, 1753982403438x535213824960417500, 1752717497153x537286585580736960, 1753374338412x209529915103450200, 1743547621069x279645472884266780, 1743549178851x847080663521240200, 1744579851707x640487742075829500",true,,,,,,,,,,impression
ajs-next-1764403686222-106e10b3-1da0-4920-8941-97eab2eae739,2025-11-29 08:08:06.222000+00:00,6e10b31d-a089-4009-8197-eab2eae739b2,,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/1763069015192x966616213411986000,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1763069015192x966616213411986000,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'HeadlessChrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,about_us,about_us,/about_us/1763069015192x966616213411986000,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1763069015192x966616213411986000,about_us,about_us,page
ajs-next-1764404464948-fea8c51f-5b62-4959-940d-57b4dd2ca486,2025-11-29 08:21:04.948000+00:00,a8c51f5b-6229-4954-8d57-b4dd2ca486ef,,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/1763424479454x930839074395650600,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1763424479454x930839074395650600,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'HeadlessChrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,about_us,about_us,/about_us/1763424479454x930839074395650600,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1763424479454x930839074395650600,about_us,about_us,page
ajs-next-1764406395376-d4379f85-4cda-4413-8fdc-a3a898396bf6,2025-11-29 08:53:15.376000+00:00,379f854c-da74-43cf-9ca3-a898396bf6ce,,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/how_it_works/1763036107604x872845450552987500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763036107604x872845450552987500,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'HeadlessChrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,how_it_works,how_it_works,/how_it_works/1763036107604x872845450552987500,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763036107604x872845450552987500,how_it_works,how_it_works,page
ajs-next-1764410250046-9c4ca1c2-5101-4984-bc95-eed42c085c1f,2025-11-29 09:57:30.046000+00:00,4ca1c251-0129-44bc-95ee-d42c085c1fc8,,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/how_it_works/1763103863187x665004998770254200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763103863187x665004998770254200,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'HeadlessChrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,how_it_works,how_it_works,/how_it_works/1763103863187x665004998770254200,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763103863187x665004998770254200,how_it_works,how_it_works,page
ajs-next-1764410490170-a00bc5c5-aa03-41d1-93ff-94b136600682,2025-11-29 10:01:30.170000+00:00,0bc5c5aa-0331-4193-bf94-b1366006827f,,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/1763112774580x509970276435612860,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1763112774580x509970276435612860,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'HeadlessChrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,about_us,about_us,/about_us/1763112774580x509970276435612860,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1763112774580x509970276435612860,about_us,about_us,page
ajs-next-1764423192652-3c61d589-5504-43b9-8220-8f0fa3243ecf,2025-11-29 13:33:12.652000+00:00,61d58955-04a3-49c2-a08f-0fa3243ecfbe,,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/how_it_works/1763085324259x908391678705850800,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763085324259x908391678705850800,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'HeadlessChrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,how_it_works,how_it_works,/how_it_works/1763085324259x908391678705850800,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1763085324259x908391678705850800,how_it_works,how_it_works,page
ajs-next-1764426549516-210ac5e2-cf28-4c44-8a59-428f9e21c3fe,2025-11-29 14:29:09.516000+00:00,0ac5e2cf-280c-448a-9942-8f9e21c3fe29,,meta-externalagent/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/crawler),/about_us/1763419955500x115913171639833390,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1763419955500x115913171639833390,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'HeadlessChrome', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,about_us,about_us,/about_us/1763419955500x115913171639833390,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/about_us/1763419955500x115913171639833390,about_us,about_us,page
