userId,originalTimestamp,messageId,anonymousId,userAgent,page.path,page.referrer,page.search,page.title,page.url,business_id,sponsored_listing,location,category,name,path,referrer,search,title,url,category_properties,name_properties,userAgentData.brands,userAgentData.mobile,userAgentData.platform,traits,search_text,button_name,email,input_value,input_num,input_name,city,parish,address,other_category,description,display_email,business_name,main_category,phone,sub_category,website,event_type
,2025-11-05 17:50:18.356000+00:00,ajs-next-1762365018356-2ce32e53-4422-4433-999b-f242620d77b8,e32e5344-2254-4359-9bf2-42620d77b8c6,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",/,,?confirmation_email=4095697271399k893008953831864233,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?confirmation_email=4095697271399k893008953831864233,,,,index,index,/,,?confirmation_email=4095697271399k893008953831864233,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/?confirmation_email=4095697271399k893008953831864233,index,index,"[{'brand': 'Not.A/Brand', 'version': '99'}, {'brand': 'Chromium', 'version': '136'}]",False,Windows,,,,,,,,,,,,,,,,,,,page
,2025-11-05 17:21:09.521000+00:00,ajs-next-1762363269521-bdb793ca-f848-45d7-91e5-06aba2c9713a,3138bdb7-93ca-4848-85d7-51e506aba2c9,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1744335958024x226211831616957250, 1744579851707x640487742075829500, 1753982403438x535213824960417500, 1743547621069x279645472884266780, 1758312173588x895819358343598700, 1752717497153x537286585580736960, 1743549178851x847080663521240200, 1750436264420x989591292213482400, 1753374338412x209529915103450200",true,,,,,,,,,,,"[{'brand': 'Not.A/Brand', 'version': '99'}, {'brand': 'Chromium', 'version': '136'}]",False,Windows,,,,,,,,,,,,,,,,,,,impression
,2025-11-05 17:21:07.354000+00:00,ajs-next-1762363267354-e64c3f29-5216-4d35-81c9-ae6f85c80169,15cf309a-e64c-4f29-9216-8d3541c9ae6f,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1743549178851x847080663521240200, 1744335958024x226211831616957250, 1753374338412x209529915103450200, 1752717497153x537286585580736960, 1758312173588x895819358343598700, 1743547621069x279645472884266780, 1753982403438x535213824960417500, 1744579851707x640487742075829500, 1750436264420x989591292213482400",true,,,,,,,,,,,"[{'brand': 'Not.A/Brand', 'version': '99'}, {'brand': 'Chromium', 'version': '136'}]",False,Windows,,,,,,,,,,,,,,,,,,,impression
,2025-11-05 17:21:09.506000+00:00,ajs-next-1762363269506-663138bd-b793-4af8-8885-d751e506aba2,3138bdb7-93ca-4848-85d7-51e506aba2c9,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,index,index,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,"[{'brand': 'Not.A/Brand', 'version': '99'}, {'brand': 'Chromium', 'version': '136'}]",False,Windows,,,,,,,,,,,,,,,,,,,page
,2025-11-05 17:47:33.077000+00:00,ajs-next-1762364853077-bf178c20-1ee9-4dc8-bf4a-b1bc99fd5e42,cc292c3e-8f8d-4ad0-96ee-b69609899ca1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=Catholic%20Charities%20of%20Denver&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Catholic%20Charities%20of%20Denver&category=Other,1750436264420x989591292213482400,true,main_list,,,,,,,,,,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,,,,,,,,,,,,,,,,,impression
1762364811793x796217509980630800,2025-11-05 17:53:21.329000+00:00,ajs-next-1762365201329-6c324d74-ec5b-4871-ac0b-f11e8a3f5c9f,cc292c3e-8f8d-4ad0-96ee-b69609899ca1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=billing,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=billing,1762364811793x796217509980630800,,,dashboard,dashboard,/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=billing,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=billing,dashboard,dashboard,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,,,,,,,,,,,,,,,,,page
,2025-11-05 17:47:32.459000+00:00,ajs-next-1762364852459-8c7219b5-bf17-4c20-9ee9-1dc87f4ab1bc,cc292c3e-8f8d-4ad0-96ee-b69609899ca1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=Catholic%20Charities%20of%20Denver&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Catholic%20Charities%20of%20Denver&category=Other,,,,search,search,/search,https://coloradocatholicbusinessdirectory.com/,?query=Catholic%20Charities%20of%20Denver&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Catholic%20Charities%20of%20Denver&category=Other,search,search,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,,,,,,,,,,,,,,,,,page
1762364811793x796217509980630800,2025-11-05 17:53:21.319000+00:00,ajs-next-1762365201319-4db56c32-4d74-4c5b-b871-ec0bf11e8a3f,cc292c3e-8f8d-4ad0-96ee-b69609899ca1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=billing,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=billing,,,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,"{'business_id': '1762364811793x796217509980630800', 'email': 'dmckean@ccdenver.org', 'is_logged_in': True}",,,,,,,,,,,,,,,,,,identify
1762364811793x796217509980630800,2025-11-05 17:49:08.697000+00:00,ajs-next-1762364948697-f363ea32-9c44-4566-b56a-0296be7031f5,cc292c3e-8f8d-4ad0-96ee-b69609899ca1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/start,https://coloradocatholicbusinessdirectory.com/,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,,,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,"{'business_id': '1762364811793x796217509980630800', 'email': 'dmckean@ccdenver.org'}",,,,,,,,,,,,,,,,,,identify
,2025-11-05 17:47:29.802000+00:00,ajs-next-1762364849802-7ad096ee-b696-4989-9ca1-4f50c5ce1957,cc292c3e-8f8d-4ad0-96ee-b69609899ca1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,Other,,,,,,,,,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,Catholic Charities of Denver,,,,,,,,,,,,,,,,,search
,2025-11-05 17:49:07.111000+00:00,ajs-next-1762364947111-49b4f363-ea32-4c44-9566-756a0296be70,cc292c3e-8f8d-4ad0-96ee-b69609899ca1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/start,https://coloradocatholicbusinessdirectory.com/,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,,,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,sign_up,dmckean@ccdenver.org,,,,,,,,,,,,,,,button_click
1762364811793x796217509980630800,2025-11-05 17:53:01.119000+00:00,ajs-next-1762365181119-b97f3809-ffb7-4045-a4c3-ae9ca4ddd208,cc292c3e-8f8d-4ad0-96ee-b69609899ca1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/business_profile/catholic-charities-of-denver-1,https://coloradocatholicbusinessdirectory.com/,,Catholic Charities of Denver | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/catholic-charities-of-denver-1,,,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,"{'business_id': '1762364811793x796217509980630800', 'email': 'dmckean@ccdenver.org', 'is_logged_in': True}",,,,,,,,,,,,,,,,,,identify
,2025-11-05 17:47:51.788000+00:00,ajs-next-1762364871788-1ee91dc8-7f4a-41bc-99fd-5e42e92ef9b2,cc292c3e-8f8d-4ad0-96ee-b69609899ca1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=Catholic%20Charities%20of%20Denver&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Catholic%20Charities%20of%20Denver&category=Other,,,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,search,,,,,,,,,,,,,,,,button_click
1762364811793x796217509980630800,2025-11-05 17:51:33.485000+00:00,ajs-next-1762365093485-9c56dd80-a2a1-4420-82fd-30b8301b1b3a,cc292c3e-8f8d-4ad0-96ee-b69609899ca1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,1762364811793x796217509980630800,,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,,,https://ccdenver.org/,6,website,,,,,,,,,,,,input_changed
1762364811793x796217509980630800,2025-11-05 17:49:10.420000+00:00,ajs-next-1762364950420-66663418-4230-42d4-9c56-dd80a2a1a420,cc292c3e-8f8d-4ad0-96ee-b69609899ca1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,1762364811793x796217509980630800,,,dashboard,dashboard,/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,dashboard,dashboard,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,,,,,,,,,,,,,,,,,page
1762364811793x796217509980630800,2025-11-05 17:50:37.639000+00:00,ajs-next-1762365037639-42d49c56-dd80-42a1-a420-02fd30b8301b,cc292c3e-8f8d-4ad0-96ee-b69609899ca1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,1762364811793x796217509980630800,,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,,,5712832220,5,phone,,,,,,,,,,,,input_changed
,2025-11-05 17:46:53.654000+00:00,ajs-next-1762364813654-2c3e8f8d-7ad0-46ee-b696-09899ca14f50,cc292c3e-8f8d-4ad0-96ee-b69609899ca1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1752717497153x537286585580736960, 1743549178851x847080663521240200, 1753982403438x535213824960417500, 1750436264420x989591292213482400, 1743547621069x279645472884266780, 1758312173588x895819358343598700, 1744579851707x640487742075829500, 1753374338412x209529915103450200, 1744335958024x226211831616957250",true,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,,,,,,,,,,,,,,,,,impression
1762364811793x796217509980630800,2025-11-05 17:49:10.415000+00:00,ajs-next-1762364950416-07496666-3418-4230-82d4-9c56dd80a2a1,cc292c3e-8f8d-4ad0-96ee-b69609899ca1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/dashboard,https://coloradocatholicbusinessdirectory.com/,?view=list,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/dashboard?view=list,,,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,"{'business_id': '1762364811793x796217509980630800', 'email': 'dmckean@ccdenver.org', 'is_logged_in': True}",,,,,,,,,,,,,,,,,,identify
,2025-11-05 17:47:33.385000+00:00,ajs-next-1762364853385-8c201ee9-1dc8-4f4a-b1bc-99fd5e42e92e,cc292c3e-8f8d-4ad0-96ee-b69609899ca1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=Catholic%20Charities%20of%20Denver&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Catholic%20Charities%20of%20Denver&category=Other,1762271200864x775090106640580500,false,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,,,,,,,,,,,,,,,,,impression
,2025-11-05 17:46:53.084000+00:00,ajs-next-1762364813085-9acc292c-3e8f-4d7a-9096-eeb69609899c,cc292c3e-8f8d-4ad0-96ee-b69609899ca1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,index,index,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,,,,,,,,,,,,,,,,,page
,2025-11-05 17:47:29.497000+00:00,ajs-next-1762364849497-8f8d7ad0-96ee-4696-8989-9ca14f50c5ce,cc292c3e-8f8d-4ad0-96ee-b69609899ca1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,search,,,,,,,,,,,,,,,,button_click
,2025-11-05 17:47:58.748000+00:00,ajs-next-1762364878748-7f4ab1bc-99fd-4e42-a92e-f9b26e378b0b,cc292c3e-8f8d-4ad0-96ee-b69609899ca1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/search,https://coloradocatholicbusinessdirectory.com/,?query=Catholic%20Charities%20of%20Denver&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=Catholic%20Charities%20of%20Denver&category=Other,,,navbar,,,,,,,,,,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,list_your_business,,,,,,,,,,,,,,,,button_click
,2025-11-05 17:48:00.706000+00:00,ajs-next-1762364880706-d29f49b4-f363-4a32-9c44-5566756a0296,cc292c3e-8f8d-4ad0-96ee-b69609899ca1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",/start,https://coloradocatholicbusinessdirectory.com/,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,,,,start,start,/start,https://coloradocatholicbusinessdirectory.com/,?login=no,Login,https://coloradocatholicbusinessdirectory.com/start?login=no,start,start,"[{'brand': 'Chromium', 'version': '142'}, {'brand': 'Microsoft Edge', 'version': '142'}, {'brand': 'Not_A Brand', 'version': '99'}]",False,Windows,,,,,,,,,,,,,,,,,,,page
